,elec,hum,rain_fall,rain_type,temp,wind_dir,wind_pwr
2019-08-30 22:00,2394.752,97.0,0.0,None,23.1,153.0,0.7
2019-08-30 23:00,3017.408,74.0,0.0,None,24.700001,180.0,0.8
2019-08-31 00:00,3198.592,67.0,0.0,None,26.200001,335.0,1.3
2019-08-31 01:00,3056.1279999999997,60.0,0.0,None,25.5,357.0,2.2
2019-08-31 02:00,2885.0559999999996,61.0,0.0,None,26.5,343.0,3.0
2019-08-31 03:00,2935.68,53.0,0.0,None,26.799999,342.0,2.7
2019-08-31 04:00,2950.72,46.0,0.0,None,27.1,357.0,3.2
2019-08-31 05:00,2762.56,51.0,0.0,None,28.6,298.0,1.9
2019-08-31 06:00,2289.28,43.0,0.0,None,27.9,304.0,2.3
2019-08-31 07:00,2274.368,52.0,0.0,None,27.9,288.0,2.6
2019-08-31 08:00,2333.248,64.0,0.0,None,26.5,289.0,2.7
2019-08-31 09:00,2382.272,72.0,0.0,None,24.700001,283.0,2.5
2019-08-31 10:00,2292.224,83.0,0.0,None,24.1,264.0,1.8
2019-08-31 11:00,2421.5679999999998,90.0,0.0,None,23.799999,309.0,0.6
2019-08-31 12:00,2223.424,93.0,0.0,None,22.4,43.0,0.5
2019-08-31 13:00,2199.04,95.0,0.0,None,21.6,0.0,0.0
2019-08-31 14:00,2257.792,95.0,0.0,None,21.299999,29.0,0.5
2019-08-31 15:00,2312.576,96.0,0.0,None,21.799999,179.0,0.9
2019-08-31 16:00,2517.12,95.0,0.0,None,20.6,71.0,0.8
2019-08-31 17:00,2559.936,96.0,0.0,None,20.200001,28.0,1.2
2019-08-31 18:00,2817.28,95.0,0.0,None,19.5,47.0,0.4
2019-08-31 19:00,2694.4640000000004,96.0,0.0,None,19.4,37.0,0.5
2019-08-31 20:00,2571.3920000000003,96.0,0.0,None,19.4,15.0,0.6
2019-08-31 21:00,2337.408,97.0,0.0,None,20.799999,68.0,0.2
2019-08-31 22:00,2208.32,94.0,0.0,None,23.4,111.0,0.6
2019-08-31 23:00,2192.192,73.0,0.0,None,24.799999,71.0,0.7
2019-09-01 00:00,2284.672,63.0,0.0,None,26.0,90.0,1.7
2019-09-01 01:00,2280.7039999999997,59.0,0.0,None,26.9,93.0,0.9
2019-09-01 02:00,2161.472,57.0,0.0,None,27.5,41.0,1.5
2019-09-01 03:00,2165.056,51.0,0.0,None,27.299999,85.0,0.7
2019-09-01 04:00,2280.0,61.0,0.0,None,27.0,36.0,1.6
2019-09-01 05:00,2359.616,57.0,0.0,None,26.9,341.0,2.0
2019-09-01 06:00,2197.312,61.0,0.0,None,27.1,324.0,1.4
2019-09-01 07:00,2247.424,58.0,0.0,None,26.799999,353.0,2.0
2019-09-01 08:00,2181.76,67.0,0.0,None,26.200001,358.0,1.9
2019-09-01 09:00,2075.456,71.0,0.0,None,25.5,354.0,1.6
2019-09-01 10:00,1918.4,72.0,0.0,None,25.0,352.0,1.3
2019-09-01 11:00,2092.032,72.0,0.0,None,24.200001,328.0,0.6
2019-09-01 12:00,2077.76,81.0,0.0,None,23.200001,15.0,0.6
2019-09-01 13:00,2202.56,86.0,0.0,None,22.5,44.0,0.2
2019-09-01 14:00,2414.4,88.0,0.0,None,22.4,349.0,0.9
2019-09-01 15:00,2172.416,91.0,0.0,None,20.799999,100.0,0.3
2019-09-01 16:00,2202.8160000000003,93.0,0.0,None,20.5,38.0,0.7
2019-09-01 17:00,2394.112,93.0,0.0,None,20.299999,59.0,0.5
2019-09-01 18:00,2588.8,93.0,0.0,None,19.799999,43.0,0.4
2019-09-01 19:00,2265.472,94.0,0.0,None,19.6,46.0,0.4
2019-09-01 20:00,2315.968,95.0,0.0,None,19.200001,41.0,0.7
2019-09-01 21:00,2238.976,94.0,0.0,None,20.0,26.0,0.8
2019-09-01 22:00,2194.624,85.0,0.0,None,22.200001,30.0,0.5
2019-09-01 23:00,2194.4320000000002,67.0,0.0,None,24.4,9.0,1.0
2019-09-02 00:00,2217.6639999999998,58.0,0.0,None,26.5,35.0,1.2
2019-09-02 01:00,2143.68,49.0,0.0,None,27.1,28.0,1.5
2019-09-02 02:00,2157.44,45.0,0.0,None,29.0,151.0,0.6
2019-09-02 03:00,2329.0879999999997,43.0,0.0,None,29.5,37.0,0.6
2019-09-02 04:00,2636.928,39.0,0.0,None,29.1,14.0,1.9
2019-09-02 05:00,4136.576,47.0,0.0,None,28.9,338.0,2.2
2019-09-02 06:00,4590.335999999999,49.0,0.0,None,28.1,325.0,2.9
2019-09-02 07:00,5057.856,53.0,0.0,None,27.299999,346.0,2.4
2019-09-02 08:00,5415.68,64.0,0.0,None,26.700001,38.0,1.3
2019-09-02 09:00,5896.384,69.0,0.0,None,26.0,316.0,1.3
2019-09-02 10:00,5476.352,76.0,0.0,None,25.6,324.0,1.6
2019-09-02 11:00,5863.295999999999,75.0,0.0,None,21.299999,81.0,0.9
2019-09-02 12:00,5582.784000000001,75.0,0.0,None,20.299999,22.0,0.3
2019-09-02 13:00,5644.031999999999,80.0,0.0,None,22.6,353.0,0.0
2019-09-02 14:00,5593.024,80.0,0.0,None,19.799999,51.0,0.2
2019-09-02 15:00,5654.2654999999995,84.0,0.0,None,22.4,37.0,0.1
2019-09-02 16:00,5715.507,84.0,0.0,None,22.6,34.0,1.0
2019-09-02 17:00,5533.536,82.0,0.0,None,22.6,15.0,0.8
2019-09-02 18:00,5189.161,84.0,0.0,None,22.299999,37.0,0.8
2019-09-02 19:00,3667.01,87.0,0.0,None,21.799999,90.0,0.6
2019-09-02 20:00,3133.276,85.0,0.0,None,22.200001,8.0,0.5
2019-09-02 21:00,2736.258,86.0,0.0,None,22.4,62.0,0.5
2019-09-02 22:00,2357.574,84.0,0.0,None,23.299999,359.0,1.3
2019-09-02 23:00,2893.6420000000003,74.0,0.0,None,24.4,27.0,0.9
2019-09-03 00:00,3010.098,71.0,0.0,None,25.299999,43.0,1.4
2019-09-03 01:00,2997.4040000000005,59.0,0.0,None,26.6,114.0,1.4
2019-09-03 02:00,2983.888,59.0,0.0,None,27.299999,115.0,1.5
2019-09-03 03:00,2714.232,56.0,0.0,None,27.700001,131.0,2.0
2019-09-03 04:00,2863.756,54.0,0.0,None,28.4,110.0,1.4
2019-09-03 05:00,3102.7,56.0,0.0,None,28.0,88.0,1.5
2019-09-03 06:00,3842.288,59.0,0.0,None,27.4,85.0,1.3
2019-09-03 07:00,5052.188,66.0,0.0,None,26.5,99.0,1.6
2019-09-03 08:00,5437.508000000001,68.0,0.0,Rain,24.0,110.0,1.6
2019-09-03 09:00,5921.7519999999995,88.0,0.0,None,23.6,123.0,2.7
2019-09-03 10:00,5881.568,88.0,0.5,Rain,22.4,70.0,1.0
2019-09-03 11:00,5877.904,84.0,0.0,None,22.6,106.0,0.9
2019-09-03 12:00,5755.16,84.0,0.0,None,22.6,112.0,1.0
2019-09-03 13:00,5647.384,86.0,0.0,None,22.9,114.0,1.2
2019-09-03 14:00,5600.416,86.0,0.0,None,23.0,113.0,1.3
2019-09-03 15:00,5658.7919999999995,89.0,0.0,None,23.200001,113.0,1.8
2019-09-03 16:00,5763.335999999999,88.0,0.0,None,23.1,97.0,1.2
2019-09-03 17:00,5562.096,89.0,0.5,None,23.200001,110.0,1.5
2019-09-03 18:00,5306.128000000001,94.0,0.0,None,23.200001,104.0,0.7
2019-09-03 19:00,4041.488,88.0,0.0,None,23.4,117.0,1.9
2019-09-03 20:00,3565.64,79.0,0.0,None,23.5,115.0,3.0
2019-09-03 21:00,3040.2,87.0,0.5,Rain,22.1,115.0,1.2
2019-09-03 22:00,2385.96,93.0,1.0,Rain,21.5,85.0,1.4
2019-09-03 23:00,2783.5840000000003,94.0,1.0,Rain,21.9,104.0,0.8
2019-09-04 00:00,3068.208,92.0,2.5,Rain,22.4,102.0,0.6
2019-09-04 01:00,3128.1279999999997,94.0,12.0,Rain,21.6,295.0,2.6
2019-09-04 02:00,2924.9440000000004,96.0,5.5,Rain,21.799999,23.0,1.9
2019-09-04 03:00,3036.8959999999997,97.0,5.5,Rain,22.0,353.0,1.5
2019-09-04 04:00,3245.5040000000004,97.0,0.5,Rain,22.0,354.0,1.5
2019-09-04 05:00,3553.5359999999996,94.0,8.5,Rain,22.700001,27.0,0.9
2019-09-04 06:00,5220.784000000001,91.0,0.5,None,23.799999,24.0,1.0
2019-09-04 07:00,5831.6,90.0,0.0,None,24.200001,27.0,0.8
2019-09-04 08:00,5830.512,95.0,0.0,None,24.5,37.0,0.7
2019-09-04 09:00,5952.08,98.0,13.0,Rain,23.4,113.0,1.1
2019-09-04 10:00,6043.232,99.0,4.5,None,23.4,165.0,0.8
2019-09-04 11:00,5737.776,99.0,0.0,None,23.299999,107.0,0.1
2019-09-04 12:00,5572.608,99.0,0.0,None,23.299999,150.0,0.8
2019-09-04 13:00,5888.2080000000005,99.0,0.0,None,23.4,130.0,1.2
2019-09-04 14:00,5815.312,99.0,0.0,None,23.4,119.0,1.4
2019-09-04 15:00,5671.056,99.0,0.0,None,23.4,139.0,1.8
2019-09-04 16:00,5626.911999999999,98.0,0.0,None,23.6,135.0,1.1
2019-09-04 17:00,5627.295999999999,99.0,0.0,None,23.6,132.0,1.0
2019-09-04 18:00,5340.528,99.0,0.5,Rain,23.200001,101.0,0.4
2019-09-04 19:00,3562.784,99.0,0.0,None,23.1,133.0,0.4
2019-09-04 20:00,2802.192,99.0,1.0,Rain,23.1,151.0,0.8
2019-09-04 21:00,2674.176,99.0,6.0,Rain,23.0,153.0,1.7
2019-09-04 22:00,2550.976,99.0,3.0,Rain,23.6,128.0,0.9
2019-09-04 23:00,2835.92,97.0,0.0,None,25.700001,131.0,1.4
2019-09-05 00:00,3126.304,83.0,0.0,None,27.4,18.0,0.8
2019-09-05 01:00,3028.768,79.0,0.0,None,27.1,39.0,1.1
2019-09-05 02:00,3052.24,75.0,0.0,None,28.200001,59.0,1.4
2019-09-05 03:00,2993.008,94.0,1.0,Rain,23.700001,267.0,1.9
2019-09-05 04:00,3177.216,97.0,8.0,Rain,22.200001,106.0,0.9
2019-09-05 05:00,2917.5040000000004,97.0,3.5,Rain,22.299999,6.0,0.5
2019-09-05 06:00,4999.504,98.0,1.5,Rain,22.1,125.0,2.7
2019-09-05 07:00,5944.688,99.0,2.5,None,22.200001,118.0,2.4
2019-09-05 08:00,6189.568,98.0,0.0,None,22.1,120.0,2.0
2019-09-05 09:00,6023.776,98.0,0.0,None,22.0,70.0,0.5
2019-09-05 10:00,6450.911999999999,99.0,0.0,None,22.4,121.0,1.1
2019-09-05 11:00,6493.184,99.0,0.0,None,22.700001,157.0,0.7
2019-09-05 12:00,6535.1359999999995,99.0,0.0,None,22.9,125.0,1.2
2019-09-05 13:00,6135.936,99.0,0.0,None,23.0,129.0,1.3
2019-09-05 14:00,6143.424,99.0,0.0,None,20.9,126.0,0.3
2019-09-05 15:00,5842.432,99.0,0.0,None,21.200001,42.0,0.0
2019-09-05 16:00,5656.2880000000005,99.0,0.0,None,22.5,119.0,0.4
2019-09-05 17:00,5572.991999999999,99.0,0.0,None,22.5,128.0,0.2
2019-09-05 18:00,5370.88,99.0,0.0,None,22.6,58.0,0.8
2019-09-05 19:00,3661.6,99.0,0.0,None,22.299999,129.0,0.9
2019-09-05 20:00,3082.752,99.0,0.0,None,22.799999,351.0,0.6
2019-09-05 21:00,2690.9759999999997,99.0,0.0,None,23.5,75.0,1.0
2019-09-05 22:00,2567.968,99.0,0.0,None,23.799999,28.0,0.6
2019-09-05 23:00,2667.072,99.0,0.0,None,25.1,118.0,1.6
2019-09-06 00:00,3009.248,86.0,0.0,None,26.200001,114.0,1.8
2019-09-06 01:00,2980.8320000000003,80.0,0.0,None,26.799999,86.0,1.1
2019-09-06 02:00,3019.328,77.0,0.0,None,27.9,70.0,1.1
2019-09-06 03:00,3311.84,85.0,0.0,None,28.200001,76.0,1.0
2019-09-06 04:00,3352.5759999999996,74.0,0.0,None,29.5,106.0,1.0
2019-09-06 05:00,3440.6079999999997,83.0,0.0,None,29.1,63.0,0.7
2019-09-06 06:00,4983.68,84.0,0.0,None,29.4,77.0,0.6
2019-09-06 07:00,5908.255999999999,87.0,0.0,Rain,28.1,35.0,0.8
2019-09-06 08:00,6122.1759999999995,95.0,0.0,None,26.6,321.0,1.5
2019-09-06 09:00,5769.76,97.0,0.0,None,25.799999,330.0,1.9
2019-09-06 10:00,5837.568,98.0,0.5,Rain,25.1,229.0,0.1
2019-09-06 11:00,5964.384,99.0,2.0,Rain,25.0,56.0,0.4
2019-09-06 12:00,5911.104,99.0,2.0,Rain,25.0,43.0,0.9
2019-09-06 13:00,5592.576,99.0,0.0,None,24.9,19.0,0.4
2019-09-06 14:00,5842.624,99.0,0.0,None,24.799999,342.0,0.6
2019-09-06 15:00,5757.2480000000005,93.0,0.0,None,24.6,17.0,0.4
2019-09-06 16:00,5573.76,86.0,0.0,None,25.200001,87.0,1.2
2019-09-06 17:00,5340.896,74.0,0.0,None,25.6,68.0,1.5
2019-09-06 18:00,5115.68,72.0,0.5,None,26.4,70.0,1.8
2019-09-06 19:00,3528.448,67.0,0.0,None,26.799999,104.0,2.2
2019-09-06 20:00,2956.16,68.0,0.0,None,26.6,85.0,2.2
2019-09-06 21:00,2989.632,65.0,0.0,None,27.700001,102.0,2.5
2019-09-06 22:00,2631.1679999999997,64.0,0.0,None,28.6,103.0,3.9
2019-09-06 23:00,2922.24,63.0,0.0,None,29.1,106.0,3.8
2019-09-07 00:00,3036.64,66.0,0.0,None,29.799999,120.0,4.5
2019-09-07 01:00,3406.24,86.0,0.0,None,29.700001,119.0,6.0
2019-09-07 02:00,3379.264,86.0,0.0,None,29.200001,129.0,6.8
2019-09-07 03:00,3269.344,68.0,1.0,None,28.9,137.0,6.1
2019-09-07 04:00,2811.9040000000005,65.0,0.0,None,29.6,165.0,10.3
2019-09-07 05:00,2347.968,72.0,0.0,None,26.700001,179.0,9.7
2019-09-07 06:00,2320.576,78.0,0.0,None,24.9,180.0,7.7
2019-09-07 07:00,2369.024,90.0,0.5,None,24.1,185.0,7.6
2019-09-07 08:00,2763.488,95.0,0.5,None,23.4,194.0,5.8
2019-09-07 09:00,2958.592,95.0,0.5,None,23.4,204.0,4.2
2019-09-07 10:00,2962.784,95.0,0.0,None,23.299999,231.0,3.7
2019-09-07 11:00,2849.5679999999998,90.0,0.5,None,23.700001,245.0,3.9
2019-09-07 12:00,2979.968,84.0,0.0,None,23.799999,193.0,2.9
2019-09-07 13:00,2817.5040000000004,93.0,0.0,None,24.1,211.0,3.2
2019-09-07 14:00,2801.664,91.0,0.0,None,24.0,185.0,2.7
2019-09-07 15:00,2788.032,87.0,0.0,None,24.1,199.0,2.0
2019-09-07 16:00,2774.4959999999996,90.0,0.0,None,23.799999,189.0,1.9
2019-09-07 17:00,2683.52,93.0,0.0,None,23.799999,226.0,1.6
2019-09-07 18:00,2595.904,94.0,0.0,None,23.700001,230.0,1.1
2019-09-07 19:00,2479.072,95.0,0.0,None,23.5,243.0,0.6
2019-09-07 20:00,2373.824,96.0,0.0,None,23.200001,209.0,0.3
2019-09-07 21:00,2384.448,95.0,0.0,None,23.6,231.0,0.6
2019-09-07 22:00,2301.504,91.0,0.0,None,24.4,193.0,1.0
2019-09-07 23:00,2316.3520000000003,82.0,0.0,None,25.6,182.0,1.2
2019-09-08 00:00,2252.544,79.0,0.0,None,27.0,169.0,1.1
2019-09-08 01:00,2259.008,71.0,0.0,None,27.0,201.0,1.4
2019-09-08 02:00,2289.344,72.0,0.0,None,27.299999,277.0,1.8
2019-09-08 03:00,2260.3520000000003,66.0,0.0,None,27.9,261.0,2.0
2019-09-08 04:00,2336.7039999999997,72.0,0.0,None,27.5,289.0,2.4
2019-09-08 05:00,2238.464,75.0,0.0,None,26.5,294.0,2.8
2019-09-08 06:00,2352.96,78.0,0.0,None,26.6,285.0,1.2
2019-09-08 07:00,2212.992,82.0,0.0,None,25.700001,337.0,1.7
2019-09-08 08:00,2272.448,86.0,0.0,None,25.4,326.0,2.1
2019-09-08 09:00,2577.472,89.0,0.0,None,25.0,317.0,1.0
2019-09-08 10:00,2534.208,92.0,0.0,None,24.6,319.0,0.5
2019-09-08 11:00,2623.296,96.0,0.0,None,24.200001,311.0,0.1
2019-09-08 12:00,2617.28,96.0,0.0,None,23.799999,38.0,0.7
2019-09-08 13:00,2488.768,96.0,0.0,None,23.4,127.0,0.1
2019-09-08 14:00,2478.464,97.0,0.0,None,23.4,28.0,0.7
2019-09-08 15:00,2497.984,97.0,0.0,None,22.700001,83.0,0.6
2019-09-08 16:00,2525.248,97.0,0.0,None,22.6,20.0,0.3
2019-09-08 17:00,2558.592,98.0,0.0,None,22.5,66.0,0.2
2019-09-08 18:00,2574.4,98.0,0.0,None,22.299999,99.0,0.2
2019-09-08 19:00,2517.632,98.0,0.0,None,22.4,41.0,0.2
2019-09-08 20:00,2455.8720000000003,97.0,0.0,None,22.200001,100.0,0.4
2019-09-08 21:00,2385.536,97.0,0.0,None,22.799999,37.0,0.9
2019-09-08 22:00,2323.136,94.0,0.0,None,23.6,37.0,0.7
2019-09-08 23:00,2326.08,86.0,0.0,None,24.1,14.0,1.0
2019-09-09 00:00,2328.1279999999997,79.0,0.0,None,26.0,42.0,0.8
2019-09-09 01:00,2302.656,67.0,0.0,None,27.9,126.0,1.1
2019-09-09 02:00,2274.944,64.0,0.0,None,28.700001,126.0,1.5
2019-09-09 03:00,2283.52,58.0,0.0,None,29.200001,124.0,1.8
2019-09-09 04:00,2329.216,65.0,0.0,None,28.6,114.0,1.6
2019-09-09 05:00,4387.392,68.0,0.0,None,28.4,145.0,1.6
2019-09-09 06:00,5505.7919999999995,64.0,0.0,None,28.1,172.0,1.4
2019-09-09 07:00,5721.024,74.0,0.0,None,27.799999,110.0,1.0
2019-09-09 08:00,6131.264,80.0,0.0,None,27.1,120.0,0.9
2019-09-09 09:00,6270.464,81.0,0.0,None,26.0,57.0,0.5
2019-09-09 10:00,5772.608,81.0,0.0,None,25.9,53.0,0.8
2019-09-09 11:00,5929.088000000001,83.0,0.0,None,25.6,70.0,0.8
2019-09-09 12:00,5685.76,88.0,0.0,None,25.1,44.0,0.5
2019-09-09 13:00,5740.2880000000005,87.0,0.0,None,24.9,95.0,0.2
2019-09-09 14:00,6017.151999999999,89.0,0.0,None,25.299999,52.0,1.4
2019-09-09 15:00,5980.544,80.0,0.0,None,24.299999,53.0,1.0
2019-09-09 16:00,5857.408,85.0,0.0,None,24.1,2.0,0.1
2019-09-09 17:00,5836.544,97.0,6.5,Rain,22.6,74.0,0.4
2019-09-09 18:00,5397.504,98.0,10.5,Rain,22.200001,52.0,1.1
2019-09-09 19:00,4295.04,98.0,8.5,Rain,22.4,71.0,0.5
2019-09-09 20:00,3805.184,99.0,9.0,Rain,22.5,110.0,0.6
2019-09-09 21:00,3488.1279999999997,99.0,2.0,Rain,22.299999,67.0,0.2
2019-09-09 22:00,2517.952,99.0,0.5,Rain,22.799999,113.0,1.0
2019-09-09 23:00,2785.28,98.0,0.5,Rain,25.200001,115.0,1.9
2019-09-10 00:00,2837.312,96.0,0.0,None,25.9,114.0,1.3
2019-09-10 01:00,2880.96,82.0,0.0,None,27.5,95.0,1.9
2019-09-10 02:00,3142.4,74.0,0.0,None,27.1,103.0,1.3
2019-09-10 03:00,3189.824,94.0,1.0,Rain,25.4,114.0,0.5
2019-09-10 04:00,3208.8959999999997,95.0,2.5,Rain,24.9,175.0,1.7
2019-09-10 05:00,5308.352,98.0,3.0,Rain,24.299999,340.0,0.6
2019-09-10 06:00,6163.008000000001,98.0,1.0,Rain,24.4,338.0,0.9
2019-09-10 07:00,5867.392,99.0,15.0,Rain,24.0,64.0,1.5
2019-09-10 08:00,6056.255999999999,99.0,3.0,Rain,23.5,299.0,1.0
2019-09-10 09:00,6230.656,99.0,0.5,Rain,23.700001,110.0,1.1
2019-09-10 10:00,6209.728,99.0,0.5,Rain,23.4,16.0,2.5
2019-09-10 11:00,6147.008000000001,99.0,12.0,Rain,22.9,14.0,1.6
2019-09-10 12:00,5890.24,99.0,25.0,Rain,22.5,219.0,0.9
2019-09-10 13:00,6010.496,98.0,2.5,Rain,22.700001,112.0,1.9
2019-09-10 14:00,6085.888000000001,98.0,1.0,Rain,22.5,126.0,0.9
2019-09-10 15:00,6087.744000000001,98.0,0.5,Rain,22.799999,83.0,0.5
2019-09-10 16:00,5972.608,98.0,1.0,Rain,22.4,11.0,1.5
2019-09-10 17:00,6283.1359999999995,98.0,2.0,Rain,21.1,16.0,2.3
2019-09-10 18:00,5679.36,97.0,0.0,Rain,20.700001,16.0,1.8
2019-09-10 19:00,4078.848,97.0,0.0,None,20.6,8.0,2.1
2019-09-10 20:00,3418.688,95.0,0.0,None,20.5,51.0,1.3
2019-09-10 21:00,3069.12,94.0,0.0,None,21.200001,338.0,0.9
2019-09-10 22:00,2782.4640000000004,94.0,0.0,None,22.1,11.0,1.1
2019-09-10 23:00,2832.384,76.0,0.0,None,24.9,347.0,0.9
2019-09-11 00:00,3034.304,67.0,0.0,None,26.799999,23.0,1.2
2019-09-11 01:00,3097.792,64.0,0.0,None,26.299999,33.0,1.9
2019-09-11 02:00,3126.208,58.0,0.0,None,28.9,114.0,2.0
2019-09-11 03:00,2985.0879999999997,57.0,0.0,None,29.1,73.0,1.8
2019-09-11 04:00,3016.5759999999996,61.0,0.0,None,28.799999,82.0,1.5
2019-09-11 05:00,5279.68,62.0,0.0,None,28.9,93.0,1.3
2019-09-11 06:00,5518.911999999999,63.0,0.0,None,27.9,84.0,1.5
2019-09-11 07:00,5014.464,69.0,0.0,None,27.9,76.0,1.6
2019-09-11 08:00,5505.7919999999995,72.0,0.0,None,26.6,78.0,1.2
2019-09-11 09:00,5833.215999999999,75.0,0.0,None,25.9,73.0,1.0
2019-09-11 10:00,5955.776,71.0,0.0,None,25.4,72.0,1.3
2019-09-11 11:00,5992.96,72.0,0.0,None,25.0,108.0,1.6
2019-09-11 12:00,5746.1759999999995,70.0,0.0,None,24.4,92.0,1.3
2019-09-11 13:00,5551.552,81.0,0.0,None,23.9,103.0,1.6
2019-09-11 14:00,5874.048000000001,81.0,0.0,None,23.6,102.0,1.2
2019-09-11 15:00,5762.56,76.0,0.0,None,23.1,107.0,1.3
2019-09-11 16:00,5395.776,85.0,0.0,None,23.0,103.0,1.3
2019-09-11 17:00,5072.255999999999,78.0,0.0,None,22.799999,118.0,2.2
2019-09-11 18:00,4789.44,80.0,0.0,None,22.5,108.0,1.2
2019-09-11 19:00,3701.5040000000004,81.0,0.0,None,22.5,122.0,1.3
2019-09-11 20:00,3089.6,81.0,0.0,None,22.299999,115.0,1.6
2019-09-11 21:00,2720.0640000000003,72.0,0.0,None,22.4,103.0,1.4
2019-09-11 22:00,2347.328,77.0,0.0,None,22.5,114.0,1.8
2019-09-11 23:00,2676.928,79.0,0.0,None,22.9,110.0,2.2
2019-09-12 00:00,2826.112,67.0,0.0,None,23.299999,102.0,1.4
2019-09-12 01:00,2899.712,71.0,0.0,None,23.299999,109.0,1.7
2019-09-12 02:00,2958.4,73.0,0.0,None,22.700001,81.0,1.4
2019-09-12 03:00,2771.264,90.0,0.0,None,22.6,92.0,1.4
2019-09-12 04:00,2230.3360000000002,87.0,0.0,None,23.1,111.0,2.0
2019-09-12 05:00,2362.688,77.0,0.0,None,22.6,121.0,2.1
2019-09-12 06:00,2450.752,93.0,0.0,None,22.1,89.0,1.4
2019-09-12 07:00,2410.304,96.0,0.0,None,21.200001,123.0,1.5
2019-09-12 08:00,2479.68,97.0,0.0,None,19.700001,77.0,1.0
2019-09-12 09:00,2287.744,98.0,1.0,Rain,18.9,137.0,1.1
2019-09-12 10:00,2168.512,98.0,1.5,Rain,17.9,158.0,0.8
2019-09-12 11:00,2341.888,98.0,1.5,Rain,17.799999,178.0,0.3
2019-09-12 12:00,2330.368,98.0,1.0,Rain,17.9,58.0,0.4
2019-09-12 13:00,2198.144,98.0,0.5,Rain,18.0,61.0,0.8
2019-09-12 14:00,2166.72,98.0,0.5,Rain,18.200001,60.0,0.5
2019-09-12 15:00,2248.512,98.0,0.0,None,18.4,23.0,0.9
2019-09-12 16:00,2484.864,98.0,0.0,None,18.4,37.0,1.1
2019-09-12 17:00,2305.984,98.0,0.0,None,18.4,44.0,0.4
2019-09-12 18:00,2176.64,98.0,0.0,None,18.4,0.0,0.0
2019-09-12 19:00,2118.464,98.0,0.0,None,18.700001,66.0,0.3
2019-09-12 20:00,2094.9120000000003,98.0,0.0,None,19.299999,118.0,1.9
2019-09-12 21:00,2215.616,98.0,0.0,None,19.799999,125.0,1.5
2019-09-12 22:00,2246.592,98.0,0.0,None,21.700001,116.0,1.2
2019-09-12 23:00,2231.552,75.0,0.0,None,23.1,126.0,2.0
2019-09-13 00:00,1974.4,55.0,0.0,None,24.200001,141.0,2.1
2019-09-13 01:00,1968.7679999999998,51.0,0.0,None,25.200001,125.0,2.4
2019-09-13 02:00,1980.096,47.0,0.0,None,26.799999,123.0,1.5
2019-09-13 03:00,2004.352,47.0,0.0,None,27.6,93.0,1.8
2019-09-13 04:00,2206.784,43.0,0.0,None,27.700001,69.0,1.9
2019-09-13 05:00,2225.28,46.0,0.0,None,28.200001,76.0,1.6
2019-09-13 06:00,2636.16,44.0,0.0,None,28.4,355.0,1.2
2019-09-13 07:00,2167.552,48.0,0.0,None,28.1,31.0,1.4
2019-09-13 08:00,2015.5520000000001,69.0,0.0,None,25.200001,275.0,2.7
2019-09-13 09:00,2276.032,78.0,0.0,None,24.200001,272.0,1.2
2019-09-13 10:00,1791.296,79.0,0.0,None,23.700001,276.0,0.6
2019-09-13 11:00,1731.7069999999999,89.0,0.0,None,22.5,280.0,0.2
2019-09-13 12:00,1672.118,90.0,0.0,None,21.6,53.0,0.4
2019-09-13 13:00,1700.747,86.0,0.0,None,21.5,79.0,0.3
2019-09-13 14:00,1871.787,90.0,0.0,None,21.9,279.0,0.4
2019-09-13 15:00,1980.7620000000002,87.0,0.0,None,21.700001,51.0,0.1
2019-09-13 16:00,2036.481,89.0,0.0,None,21.6,24.0,0.5
2019-09-13 17:00,2067.675,90.0,0.0,None,21.700001,90.0,0.3
2019-09-13 18:00,2137.351,91.0,0.0,None,22.5,151.0,1.2
2019-09-13 19:00,2117.366,78.0,0.0,None,22.6,150.0,1.5
2019-09-13 20:00,2240.555,80.0,0.0,None,22.5,207.0,0.6
2019-09-13 21:00,2122.3360000000002,80.0,0.0,None,22.200001,212.0,1.0
2019-09-13 22:00,2010.576,76.0,0.0,None,22.6,176.0,1.6
2019-09-13 23:00,1998.5379999999998,75.0,0.0,None,22.799999,200.0,1.7
2019-09-14 00:00,2026.47,72.0,0.0,None,23.700001,168.0,1.7
2019-09-14 01:00,2034.658,69.0,0.0,None,24.1,169.0,2.1
2019-09-14 02:00,2196.7039999999997,69.0,0.0,None,23.9,224.0,1.4
2019-09-14 03:00,2007.756,82.0,0.0,None,22.299999,188.0,1.4
2019-09-14 04:00,2008.464,94.0,0.0,None,22.200001,186.0,1.6
2019-09-14 05:00,2057.576,96.0,0.0,None,23.4,185.0,1.1
2019-09-14 06:00,2270.86,95.0,0.0,None,24.0,232.0,1.3
2019-09-14 07:00,2265.06,95.0,0.0,None,24.1,231.0,1.2
2019-09-14 08:00,2090.688,95.0,0.0,None,23.9,284.0,1.5
2019-09-14 09:00,2044.112,97.0,0.0,None,23.299999,268.0,1.2
2019-09-14 10:00,1952.944,98.0,0.0,None,23.200001,305.0,0.3
2019-09-14 11:00,2103.716,98.0,0.0,None,22.0,98.0,0.0
2019-09-14 12:00,2051.84,98.0,0.0,None,21.6,53.0,0.6
2019-09-14 13:00,2130.028,98.0,0.0,None,21.4,335.0,0.8
